shop_name,address,tel,genre_name,zip_code,offical_page
九州男児　宇都宮オリオン通り店,栃木県 宇都宮市 二荒町1-14 鮎澤ﾋﾞﾙ1F,028-638-8118,居酒屋,320-0804,
共栄ラーメン,栃木県 栃木市 岩舟町静2229-7,0282-55-1375,ラーメン・餃子,329-4307,http://www.kyoueiraumen.com/tenpo/index.html
京かのこ,栃木県 足利市 伊勢町2-4-29,0284-43-1790,和食・寿司,326-0053,
京源　きつね福,栃木県 宇都宮市 今泉新町210-2,028-688-8189,カフェ・スイーツ,321-0961,
蕎枠庵,栃木県 日光市 今市733-1 日光街道ﾆｺﾆｺ本陣商業棟,0288-25-5778,うどん・そば・丼,321-1261,https://www.nikko-honjin.jp/
京扇,栃木県 那須烏山市 野上1024-14,0287-84-0504,和食・寿司,321-0634,
香木家もく,栃木県 足利市 八幡町1-9-2 永倉ﾋﾞﾙ1F,0284-72-5877,居酒屋,326-0824,
京もつ鍋ホルモン　朱々,栃木県 宇都宮市 大曽1-3-6,028-688-0029,焼肉・ホルモン・韓国料理,320-0014,https://r.gnavi.co.jp/7550d7pb0000/
京屋茶舗,栃木県 宇都宮市 大網町917-2,028-678-9069,カフェ・スイーツ,321-2111,
蕎遊庵,栃木県 足利市 西宮町2549,0284-21-6818,うどん・そば・丼,326-0817,https://www.kyouyuuan.com/
京料理とおばんざいの店ひなた,栃木県 芳賀郡芳賀町 下高根沢3932-404,028-678-8486,和食・寿司,321-3321,
きらく,栃木県 宇都宮市 伝馬町4-2,028-634-6588,すき焼き・しゃぶしゃぶ,320-0035,http://www.kiraku.com/
来らっせ　（常設店舗・日替わり店舗）,栃木県 宇都宮市 馬場通り2-3-12 MEGAﾄﾞﾝｷﾎｰﾃﾗﾊﾟｰｸ宇都宮店地下1F,028-614-5388,ラーメン・餃子,320-0026,https://www.gyozakai.com/
キリンカフェ,栃木県 宇都宮市 上金井町552-2 宇都宮動物園内,090-2641-3001,ファーストフード,321-2115,https://kirincafe.net/
きんしゃい亭　野木店,栃木県 下都賀郡野木町 友沼4785-8,0280-23-3158,ラーメン・餃子,329-0101,
中国料理金泉楼,栃木県 さくら市 喜連川6635-2,028-686-5511,中華料理,329-1412,
ギャラリーカフェパントエ,栃木県 日光市 鬼怒川温泉 大原1407-8,0288-25-7445,カフェ・スイーツ,321-2522,https://paintoe-kinugawa.jp/
ぎやまんHANARE,栃木県 宇都宮市 塙田2-4-15,090-3577-8452,和食・寿司,320-0027,https://giyaman.jp/
牛角 真岡店,栃木県 真岡市 上高間木3-2-6,0285-84-2929,焼肉・ホルモン・韓国料理,321-4337,
牛角　宇都宮中央店,栃木県 宇都宮市 本町13-17 ﾚｯｸｽﾋﾞﾙ2F,028-627-8929,焼肉・ホルモン・韓国料理,320-0033,http://u-gyukaku.icsjpn.co.jp
牛角　競輪場通り店,栃木県 宇都宮市 戸祭店2093-2,028-621-8929,焼肉・ホルモン・韓国料理,320-0053,http://u-gyukaku.icsjpn.co.jp
牛角足利店,栃木県 足利市 朝倉町438,0284-70-5429,焼肉・ホルモン・韓国料理,326-0823,
牛角宇都宮インターパーク店,栃木県 宇都宮市 インターパーク4-1-2,028-612-3729,焼肉・ホルモン・韓国料理,321-0118,
牛角　宇都宮鶴田店,栃木県 宇都宮市 鶴田町3411-3,028-651-0829,焼肉・ホルモン・韓国料理,320-0851,https://www.gyukaku.ne.jp/sp/search/shop/335/
牛角小山店,栃木県 小山市 西城南1-35-14,0285-31-4129,焼肉・ホルモン・韓国料理,323-0820,
牛角鹿沼店,栃木県 鹿沼市 貝島町449-1,0289-60-5529,焼肉・ホルモン・韓国料理,322-0027,
牛角黒磯店,栃木県 那須塩原市 末広町52-3-2,0287-60-4129,焼肉・ホルモン・韓国料理,325-0061,
牛角佐野店,栃木県 佐野市 富岡町341,0283-27-2529,焼肉・ホルモン・韓国料理,327-0844,https://www.gyukaku.ne.jp/
牛角自治医大店,栃木県 下野市 緑1-9-8,0285-40-0329,焼肉・ホルモン・韓国料理,329-0433,
牛角栃木店,栃木県 栃木市 平柳町2-16-10,0282-29-6129,焼肉・ホルモン・韓国料理,328-0012,https://peraichi.com/landing_pages/view/gyukakutochigi
牛角簗瀬店,栃木県 宇都宮市 簗瀬町1527-1,028-610-1129,焼肉・ホルモン・韓国料理,321-0933,
牛かつ　なかい,栃木県 宇都宮市 東宿郷4-6-5 舘野ｺｰﾎﾟ1F,028-637-3333,焼肉・ホルモン・韓国料理,321-0953,
牛たん炭,栃木県 小山市 駅東通り1-2-17 TSﾋﾞﾙ1F,0285-23-0606,居酒屋,323-0022,https://tantanoyama.gorp.jp/
牛たん焼・牛たんしゃぶしゃぶ とろたんしゃ,栃木県 宇都宮市 江曽島2-18-15,028-684-6333,居酒屋,321-0107,
牛楽　GOLD,栃木県 宇都宮市 東簗瀬1-1-5,028-680-6775,焼肉・ホルモン・韓国料理,321-0925,
牛楽　御幸町店,栃木県 宇都宮市 御幸町295-7,028-663-3929,焼肉・ホルモン・韓国料理,321-0984,
餃子専門店香蘭,栃木県 宇都宮市 本町1-24,028-622-4024,ラーメン・餃子,320-0033,
餃子厨房　やまじん,栃木県栃木市箱森町47-1,0282-25-6768,ラーメン・餃子,328-0075,https://yamajin.business.site/
餃子処konomi,栃木県 宇都宮市 飯田町261,028-648-3936,ラーメン・餃子,321-0347,http://www.kyouseinooka.com/
餃子ノあん,栃木県 宇都宮市 東宿郷6-1-21 東ﾊﾟｰｸﾊｲﾂ1-4,028-601-8846,ラーメン・餃子,321-0953,https://www.gyozanoan.com/
餃子のうめちゃん,栃木県 日光市 松原町264-2,0288-25-6934,ラーメン・餃子,321-1406,
餃子の王将　宇都宮インターパークビレッジ店,栃木県 宇都宮市 インターパーク4-1-3,028-656-9000,中華料理,321-0118,http://map.ohsho.co.jp/b/ohsho/info/2099/
ギョウザのポルコ　byよち坊,栃木県 宇都宮市 中央2-9-5 炭火焼きよち坊,028-612-7384,居酒屋,320-0806,
ぎょうざの龍門,栃木県 宇都宮市 御幸町154-2,028-663-8131,ラーメン・餃子,321-0984,https://www.shimotsuke.co.jp/static/ryu-mon#top
餃子ハウス,栃木県 宇都宮市 鶴田2-1-10 三の沢ﾏﾝｼｮﾝ,028-615-7728,ラーメン・餃子,320-0857,https://foodplace.jp/gyouza-house/
堯心亭,栃木県 日光市 山内2339-1,0288-53-3751,和食・寿司,321-1431,https://www.meiji-yakata.com
餃天堂 西口店,栃木県 宇都宮市 駅前通り3-3-2,028-614-3805,ラーメン・餃子,321-0964,
銀釜,栃木県 足利市 通2-2627,0284-21-2657,和食・寿司,326-0814,https://kamameshi-gingama.com/
銀座あまくさ宇都宮,栃木県 宇都宮市 東宿郷2-14-4　フォーチュナインホテル２F,028-614-3909,居酒屋,321-0953,
銀座コケコッコ,栃木県 宇都宮市 池上町4-18,028-634-6011,居酒屋,320-0801,
銀座コケコッコⅡ,栃木県 宇都宮市 二荒町 1-11,028-636-5155,居酒屋,320-0804,
GINZA YATAI BAR,栃木県 宇都宮市 馬場通り3-1-17　STM2ビルB1F,028-614-2100,バー・ダイニングバー,320-0026,
KUA'AINA佐野プレミアムアウトレット店,栃木県 佐野市 越名町2058 佐野ﾌﾟﾚﾐｱﾑ･ｱｳﾄﾚｯﾄ内,0283-20-8200,ファーストフード,327-0822,https://www.kua-aina.com/
クアトロ　クルー　カラーズ,栃木県 那須塩原市 西朝日町8-14,0287-38-1385,フレンチ・イタリアン,329-2722,http://www.4crewcolors.com
食心房ひょっとこ,栃木県 栃木市 神田町15-30,0282-25-3599,居酒屋,328-0032,
くいどころバー玄足利店,栃木県 足利市 通2-3-14,0284-22-1141,居酒屋,326-0814,
くいものや花水木,栃木県 那須塩原市 塩原1108-2,0287-32-4417,居酒屋,329-2921,
クイーンカフェ,栃木県 宇都宮市 鶴田2-22-18 ｸｲｰﾝ洋菓子店2F,028-648-9120,カフェ・スイーツ,320-0857,https://www.patisserie-queen.love/info/cafe-menu/
久我の里　そば処　なゆた庵,栃木県 鹿沼市 上久我860-2,0289-65-8563,うどん・そば・丼,322-0254,
草木万里野　足利店,栃木県 足利市 朝倉町394-2,0284-70-0251,アジア・エスニック・各国料理,326-0823,
草木万里野　大田原店,栃木県 那須塩原市 下永田7-1099-1,0287-47-7171,アジア・エスニック・各国料理,329-2712,
草木万里野　佐野店,栃木県 佐野市 鐙塚町310,0283-21-4811,アジア・エスニック・各国料理,327-0815,
串揚げみろく,栃木県 宇都宮市 東宿郷2-17-10,090-4914-4806,居酒屋,321-0953,
串カツ田中宇都宮西口店,栃木県 宇都宮市 大通り3-3-22 松本ﾋﾞﾙ,028-666-8018,居酒屋,320-0811,
串カツ田中宇都宮東口店,栃木県 宇都宮市 宿郷1-13-1,028-689-9388,居酒屋,321-0945,
串カツ田中小山東口店,栃木県 小山市 駅東通り1-6-17,0285-38-8798,居酒屋,323-0022,
串カツ田中　佐野店,栃木県 佐野市 浅沼町427-1,0283-86-7594,居酒屋,327-0831,
串カツ田中東武宇都宮店,栃木県 宇都宮市 江野町6-7 東武駅前OIﾋﾞﾙ,028-612-7388,居酒屋,320-0802,
串かど やまこし,栃木県 日光市 藤原1226,0288-78-0456,居酒屋,321-2613,
串徹,栃木県 宇都宮市 宿郷1-4-3 ｺｰﾎﾟｿﾌｨｱ1F東,028-612-8085,居酒屋,321-0945,
串天ぷら居酒屋ゆるり,栃木県 宇都宮市 馬場通り3-3-6,028-632-3099,居酒屋,320-0026,https://www.hotpepper.jp/strJ001125212/
串鳥 東武宇都宮駅前店,栃木県 宇都宮市 江野町5-9 篠原ﾋﾞﾙ1F,028-614-2255,居酒屋,320-0802,https://kushidori.com/
串屋　呑鳥,栃木県 宇都宮市 曲師町5-4 中村園ﾋﾞﾙ2F,028-614-3838,居酒屋,320-0803,https://www.toriya-doncho.com/
串や天草,栃木県 宇都宮市 東宿郷2-14-4 ﾌｫｰﾁｭﾅｲﾝﾎﾃﾙ1F,028-638-8810,居酒屋,321-0953,http://www.cho-ten.com/
串焼だいどここっこのすけ,栃木県 下野市 薬師寺3171-24,0285-40-6090,居酒屋,329-0431,
串焼きダイニング串の介,栃木県 那須塩原市 下永田2-1044-8,0287-38-2128,居酒屋,329-2712,
串家キッチン 晴吉,栃木県 宇都宮市 八千代1-14-26,028-611-3944,居酒屋,321-0169,https://www.tochinavi.net/spot/home/?id=15160
串焼バル　バルーンフラワー,栃木県 宇都宮市 東宿郷4-6-5 ﾀﾃﾉｺｰﾎﾟ1F,028-632-1194,バー・ダイニングバー,321-0953,https://www.hotpepper.jp/strJ001109053/
クシヤキバルLAZO,栃木県 宇都宮市 東宿郷2-5-24,028-638-7778,居酒屋,321-0953,https://www.hotpepper.jp/strJ001127755/
串龍,栃木県 小山市 東城南1-27-19 渡ﾋﾞﾙ1F,0285-28-9417,居酒屋,323-0829,https://tabelog.com/tochigi/A0902/A090203/9006967/
くじら亭,栃木県 矢板市 木幡1329-10,0287-43-7896,居酒屋,329-2142,https://www.tochinavi.net/spot/home/?id=5190
くだものやカフェ藤屋,栃木県 那須塩原市 塩原689,0287-32-2314,カフェ・スイーツ,329-2921,http://shiobara-chaya-fujiya.jimdofree.com
クッチーナオムレット,栃木県 宇都宮市 江曽島3-1103-3 ｺｰﾎﾟHI C棟103号,028-678-4138,洋食,321-0107,
くつろぎダイニング睦月,栃木県 宇都宮市 大通り4-1-13 第一浅野ﾋﾞﾙ1F,028-627-7666,居酒屋,320-0811,
熊次郎,栃木県 さくら市 北草川1-3-1 ﾎﾞﾙﾎﾞﾅｰｾﾞ北草川,028-688-0926,居酒屋,329-1322,https://hitosara.com/0006104787/
Kumaneko Diner,栃木県 大田原市 浅香3-4-76,0287-47-7778,アジア・エスニック・各国料理,324-0043,https://www.facebook.com/kumanekodin
蔵九　宇都宮オリオン通り店,栃木県 宇都宮市 江野町11-1,028-688-7568,居酒屋,320-0802,
蔵次郎,栃木県 さくら市 氏家2363-5,028-612-4655,居酒屋,329-1311,https://hitosara.com/0006063795/
くら寿司宇都宮インターパーク,栃木県 宇都宮市 インターパーク5-1-1,028-688-4010,和食・寿司,321-0118,https://www.kurasushi.co.jp/shopsearch/shopdetails/?id=242
くら寿司宇都宮鶴田,栃木県 宇都宮市 鶴田町1255-1,028-649-3610,和食・寿司,320-0851,https://www.kurasushi.co.jp/shopsearch/shopdetails/?id=393
くら寿司佐野高萩,栃木県 佐野市 高萩町463-1,028-320-5610,和食・寿司,327-0821,https://www.kurasushi.co.jp/shopsearch/shopdetails/?id=520
栗屋食堂,栃木県 佐野市 田沼町577,0283-62-1283,ファミリーレストラン・食堂,327-0317,
くるまやラーメン足利店,栃木県 足利市 山川町647-1,0284-42-9640,ラーメン・餃子,326-0021,
くるまやラーメン鹿沼店,栃木県 鹿沼市 上殿町808-1,0289-63-3818,ラーメン・餃子,322-0045,
胡桃亭,栃木県 那須塩原市 一区町131-18,0287-37-7575,うどん・そば・丼,329-2732,
黒毛和牛ステーキ棟國,栃木県 宇都宮市 下栗町2277-1,028-678-8380,その他,321-0923,
～黒毛和牛専門店～焼肉松喜,栃木県 栃木市 岩舟町 静1180,0282-55-2949,焼肉・ホルモン・韓国料理,329-4307,
黒しお鮨　西川田店,栃木県 宇都宮市 西川田町913-3,028-689-9641,和食・寿司,321-0151,https://kuroshio01.com/
黒潮鮨　御幸本店,栃木県 宇都宮市 下川俣町206-32,028-662-9640,和食・寿司,321-0972,https://kuroshio01.com/
KUROFUNE,栃木県 宇都宮市 大通り2-1-4 ｻﾃﾗｲﾄﾋﾞﾙ 1F,028-638-9620,フレンチ・イタリアン,320-0811,
KUROFUNE TERRACE,栃木県 宇都宮市 大通り2-1-4 ｻﾃﾗｲﾄﾋﾞﾙ 9F,028-638-9600,焼肉・ホルモン・韓国料理,320-0811,
黒塀家足利南大町店,栃木県 足利市 南大町323-1,0284-70-0881,焼肉・ホルモン・韓国料理,326-0836,https://www.bashamichi.co.jp
くろべこ,栃木県 栃木市 城内町2-39-2,0282-24-6825,その他,328-0033,
(有)くろ麦,栃木県 那須塩原市 二区町322,0287-36-5906,うどん・そば・丼,329-2733,
クローバーステーキハウス,栃木県 那須烏山市 興野316-1,0287-84-3968,洋食,321-0611,https://clover4.co.jp/
クローバーボヌール,栃木県 大田原市 浅香5-3764-95,0287-23-5311,洋食,324-0043,https://clover4.co.jp/bonheurinfo/bmaking/binfo.html
クーリルージュ,栃木県 宇都宮市 新里町丙33-2,028-678-8848,フレンチ・イタリアン,321-2118,https://www.coulis-rouge.net
Gusto,栃木県 宇都宮市 菊水町11-20,028-678-6545,フレンチ・イタリアン,320-0844,
グッドフェローズ,栃木県 那須烏山市 金井2-8-10,0287-84-3406,居酒屋,321-0628,
グランクール,栃木県 宇都宮市 曲師町5-4 中村園ﾋﾞﾙ2F-C,028-612-2310,バー・ダイニングバー,320-0803,https://grandcoeur.owst.jp
グランシャリオ,栃木県 宇都宮市 二荒町1-9,028-639-0778,フレンチ・イタリアン,320-0804,
グランツーリスモカフェ,栃木県 芳賀郡茂木町 桧山120-1,0285-64-0001,ファーストフード,321-3597,https://www.twinring.jp/foods_m/gran-turismo/
grill & steak　妙月坊,栃木県 日光市 山内2381,0288-25-5025,洋食,321-1431,
グリル＆ワイン酒場　meet,栃木県 宇都宮市 下栗1-20-9,028-689-9601,バー・ダイニングバー,321-0924,https://r.gnavi.co.jp/ercpa27n0000/
グリル鉄板ダイニング　グリ鉄,栃木県 大田原市 紫塚3-2609-100,0287-53-7264,バー・ダイニングバー,324-0058,https://guritetsu.gorp.jp/
グリル三笠軒,栃木県 那須塩原市 塩原235-1 ｼｰｱｲヴｨﾗ那須塩原2ﾗﾑﾀﾞ内,070-6628-6569,洋食,329-2921,https://mikasaken.com/
グリーディーガッツ,栃木県 下都賀郡壬生町 幸町3-32-10,0282-86-0660,居酒屋,321-0203,
グルメ＆カフェ　ミレピーニランチョ,栃木県 那須塩原市 千本松799,0287-36-1025,洋食,329-2747,http://www.senbonmatsu.com
グルメ回転寿司　浜慶　葉鹿店,栃木県 足利市 葉鹿町1-1-8,0284-62-5615,和食・寿司,326-0143,
KFC鹿沼店,栃木県 鹿沼市 貝島町506-2,0289-60-1183,ファーストフード,322-0027,https://www.kfc.co.jp/sp/search/detail/?shop_id=1461
KFCイオンモール小山店,栃木県 小山市 中久喜1467-1,0285-30-0020,ファーストフード,323-0806,https://www.kfc.co.jp/search/detail/?shop_id=7195
KFC宇都宮簗瀬店,栃木県 宇都宮市 東簗瀬1-28-27,028-651-2634,ファーストフード,321-0925,http://www.kfc.co.jp/search/detail/?shop_id=1459
KFC福田屋ショッピングプラザ店,栃木県 宇都宮市 今泉町237 FKDｼｮｯﾋﾟﾝｸﾞﾌﾟﾗｻﾞ1F,028-650-1787,ファーストフード,321-0962,https://www.kfc.co.jp/search/detail/?shop_id=1460
恵風の焼にく,栃木県 宇都宮市 川田町38-3,028-612-2983,焼肉・ホルモン・韓国料理,321-0111,
恵風の炉ばた焼,栃木県 下都賀郡壬生町 緑町1丁目18-1,0282-21-8914,居酒屋,321-0204,
恵風本店,栃木県 宇都宮市 東宿郷3-2-25,028-666-5959,和食・寿司,321-0953,
けせもい,栃木県 宇都宮市 仲町3-19 宇都宮ﾊｲﾂ1F,028-624-1913,和食・寿司,320-0023,http://www.kesemoi.com
ケバブエレン,栃木県 足利市 西新井町3198-2,0284-82-9263,アジア・エスニック・各国料理,326-0837,https://www.google.com/search?q=%E3%82%B1%E3%83%90%E3%83%96%E3%82%A8%E3%83%AC%E3%83%B3&rlz=1C1GCEU_jaJP918JP918&oq=&aqs=chrome.0.69i59l8.10957472j0j15&sourceid=chrome&ie=UTF-8
けやき会館,栃木県 真岡市 荒町1203,0285-82-7777,ファミリーレストラン・食堂,321-4305,
ケルツ　宇都宮池上店,栃木県 宇都宮市 池上町3-11 丸井ﾋﾞﾙ1F,028-614-4747,バー・ダイニングバー,320-0801,
ケンタッキーフライドチキン　氏家店,栃木県 さくら市 卯の里3-42-2,028-681-7510,ファーストフード,329-1323,
ケンタッキーフライドチキン　ヨークベニマル矢板店,栃木県 矢板市 富田168-1,0287-40-1290,ファーストフード,329-2145,
